dteday,yr,hr,cnt
2011-02-17,0,12,101
2011-02-17,0,13,123
2011-02-17,0,14,81
2011-02-17,0,15,106
2011-02-17,0,16,146
2011-02-17,0,17,274
2011-02-17,0,18,222
2011-02-17,0,19,175
2011-02-17,0,20,139
2011-02-17,0,21,124
2011-02-17,0,22,76
2011-02-17,0,23,44
2011-02-18,0,0,32
2011-02-18,0,1,8
2011-02-18,0,2,7
2011-02-18,0,3,8
2011-02-18,0,4,1
2011-02-18,0,5,7
2011-02-18,0,6,50
2011-02-18,0,7,116
2011-02-18,0,8,272
2011-02-18,0,9,169
2011-02-18,0,10,95
2011-02-18,0,11,113
2011-02-18,0,12,185
2011-02-18,0,13,176
2011-02-18,0,14,191
2011-02-18,0,15,172
2011-02-18,0,16,232
2011-02-18,0,17,327
2011-02-18,0,18,224
2011-02-18,0,19,162
2011-02-18,0,20,124
2011-02-18,0,21,72
2011-02-18,0,22,107
2011-02-18,0,23,77
2011-02-19,0,0,29
2011-02-19,0,1,31
2011-02-19,0,2,17
2011-02-19,0,3,7
2011-02-19,0,4,3
2011-02-19,0,5,3
2011-02-19,0,6,6
2011-02-19,0,7,22
2011-02-19,0,8,45
2011-02-19,0,9,55
2011-02-19,0,10,106
2011-02-19,0,11,123
2011-02-19,0,12,119
2011-02-19,0,13,155
2011-02-19,0,14,196
2011-02-19,0,15,171
2011-02-19,0,16,120
2011-02-19,0,17,127
2011-02-19,0,18,88
2011-02-19,0,19,59
2011-02-19,0,20,47
2011-02-19,0,21,33
2011-02-19,0,22,44
2011-02-19,0,23,29
2011-02-20,0,0,17
2011-02-20,0,1,16
2011-02-20,0,2,17
2011-02-20,0,3,18
2011-02-20,0,4,1
2011-02-20,0,6,2
2011-02-20,0,7,2
2011-02-20,0,8,24
2011-02-20,0,9,55
2011-02-20,0,10,104
2011-02-20,0,11,161
2011-02-20,0,12,182
2011-02-20,0,13,198
2011-02-20,0,14,212
2011-02-20,0,15,168
2011-02-20,0,16,147
2011-02-20,0,17,146
2011-02-20,0,18,101
2011-02-20,0,19,42
2011-02-20,0,20,42
2011-02-20,0,21,56
2011-02-20,0,22,47
2011-02-20,0,23,54
2011-02-21,0,0,37
2011-02-21,0,1,13
2011-02-21,0,2,4
2011-02-21,0,3,5
2011-02-21,0,4,1
2011-02-21,0,5,3
2011-02-21,0,6,8
2011-02-21,0,7,19
2011-02-21,0,8,63
2011-02-21,0,9,57
2011-02-21,0,10,81
2011-02-21,0,11,90
2011-02-21,0,12,93
2011-02-21,0,13,103
2011-02-21,0,14,116
2011-02-21,0,15,87
2011-02-21,0,16,56
2011-02-21,0,17,80
2011-02-21,0,18,66
2011-02-21,0,19,49
2011-02-21,0,20,29
2011-02-21,0,21,34
2011-02-21,0,22,11
2011-02-21,0,23,2
2011-02-22,0,6,7
2011-02-22,0,7,40
2011-02-22,0,8,114
2011-02-22,0,9,106
2011-02-22,0,10,44
2011-02-22,0,11,50
2011-02-22,0,12,55
2011-02-22,0,13,55
2011-02-22,0,14,58
2011-02-22,0,15,69
2011-02-22,0,16,86
2011-02-22,0,17,196
2011-02-22,0,18,167
2011-02-22,0,19,118
2011-02-22,0,20,105
2011-02-22,0,21,82
2011-02-22,0,22,77
2011-02-22,0,23,21
2011-02-23,0,0,6
2011-02-23,0,1,4
2011-02-23,0,2,1
2011-02-23,0,3,2
2011-02-23,0,5,8
2011-02-23,0,6,36
2011-02-23,0,7,96
2011-02-23,0,8,235
2011-02-23,0,9,139
2011-02-23,0,10,51
2011-02-23,0,11,69
2011-02-23,0,12,67
2011-02-23,0,13,87
2011-02-23,0,14,78
2011-02-23,0,15,72
2011-02-23,0,16,94
2011-02-23,0,17,222
2011-02-23,0,18,209
2011-02-23,0,19,141
2011-02-23,0,20,109
2011-02-23,0,21,91
2011-02-23,0,22,61
2011-02-23,0,23,39
2011-02-24,0,0,11
2011-02-24,0,1,7
2011-02-24,0,2,4
2011-02-24,0,3,2
2011-02-24,0,5,4
2011-02-24,0,6,58
2011-02-24,0,7,104
2011-02-24,0,8,252
2011-02-24,0,9,137
2011-02-24,0,10,57
2011-02-24,0,11,79
2011-02-24,0,12,95
2011-02-24,0,13,88
2011-02-24,0,14,69
2011-02-24,0,15,63
2011-02-24,0,16,71
2011-02-24,0,17,177
2011-02-24,0,18,137
2011-02-24,0,19,115
2011-02-24,0,20,89
2011-02-24,0,21,83
2011-02-24,0,22,55
2011-02-24,0,23,50
2011-02-25,0,0,9
2011-02-25,0,1,10
2011-02-25,0,2,3
2011-02-25,0,3,2
2011-02-25,0,5,6
2011-02-25,0,6,11
2011-02-25,0,7,35
2011-02-25,0,8,73
2011-02-25,0,9,114
2011-02-25,0,10,49
2011-02-25,0,11,59
2011-02-25,0,12,115
2011-02-25,0,13,83
2011-02-25,0,14,85
2011-02-25,0,15,55
2011-02-25,0,16,102
2011-02-25,0,17,189
2011-02-25,0,18,157
2011-02-25,0,19,90
2011-02-25,0,20,62
2011-02-25,0,21,63
2011-02-25,0,22,50
2011-02-25,0,23,39
2011-02-26,0,0,28
2011-02-26,0,1,27
2011-02-26,0,2,12
2011-02-26,0,3,8
2011-02-26,0,4,2
2011-02-26,0,5,10
2011-02-26,0,6,7
2011-02-26,0,7,22
2011-02-26,0,8,57
2011-02-26,0,9,74
2011-02-26,0,10,85
2011-02-26,0,11,126
2011-02-26,0,12,160
2011-02-26,0,13,174
2011-02-26,0,14,211
2011-02-26,0,15,165
2011-02-26,0,16,171
2011-02-26,0,17,183
2011-02-26,0,18,137
2011-02-26,0,19,94
2011-02-26,0,20,68
2011-02-26,0,21,68
2011-02-26,0,22,46
2011-02-26,0,23,34
2011-02-27,0,0,34
2011-02-27,0,1,37
2011-02-27,0,2,22
2011-02-27,0,3,11
2011-02-27,0,4,2
2011-02-27,0,6,3
2011-02-27,0,7,14
2011-02-27,0,8,35
2011-02-27,0,9,59
2011-02-27,0,10,103
2011-02-27,0,11,125
2011-02-27,0,12,193
2011-02-27,0,13,259
2011-02-27,0,14,282
2011-02-27,0,15,261
2011-02-27,0,16,268
2011-02-27,0,17,187
2011-02-27,0,18,127
2011-02-27,0,19,102
2011-02-27,0,20,81
2011-02-27,0,21,69
2011-02-27,0,22,69
2011-02-27,0,23,59
2011-02-28,0,0,30
2011-02-28,0,1,8
2011-02-28,0,3,1
2011-02-28,0,5,5
2011-02-28,0,6,28
2011-02-28,0,7,92
2011-02-28,0,8,255
2011-02-28,0,9,142
2011-02-28,0,10,92
2011-02-28,0,11,87
2011-02-28,0,12,36
2011-02-28,0,13,32
2011-02-28,0,14,25
2011-02-28,0,15,35
2011-02-28,0,16,42
2011-02-28,0,17,79
2011-02-28,0,18,131
2011-02-28,0,19,80
2011-02-28,0,20,45
2011-02-28,0,21,80
2011-02-28,0,22,76
2011-02-28,0,23,45
2011-03-01,0,0,7
2011-03-01,0,1,3
2011-03-01,0,2,4
2011-03-01,0,3,2
2011-03-01,0,4,1
2011-03-01,0,5,2
2011-03-01,0,6,46
2011-03-01,0,7,107
2011-03-01,0,8,214
2011-03-01,0,9,124
2011-03-01,0,10,68
2011-03-01,0,11,56
2011-03-01,0,12,86
2011-03-01,0,13,78
2011-03-01,0,14,79
2011-03-01,0,15,64
2011-03-01,0,16,102
2011-03-01,0,17,242
2011-03-01,0,18,224
2011-03-01,0,19,119
2011-03-01,0,20,88
2011-03-01,0,21,63
2011-03-01,0,22,47
2011-03-01,0,23,25
2011-03-02,0,0,8
2011-03-02,0,1,4
2011-03-02,0,2,2
2011-03-02,0,3,4
2011-03-02,0,4,1
2011-03-02,0,5,5
2011-03-02,0,6,40
2011-03-02,0,7,110
2011-03-02,0,8,256
2011-03-02,0,9,148
2011-03-02,0,10,76
2011-03-02,0,11,73
2011-03-02,0,12,82
2011-03-02,0,13,125
2011-03-02,0,14,96
2011-03-02,0,15,110
2011-03-02,0,16,139
2011-03-02,0,17,268
2011-03-02,0,18,201
2011-03-02,0,19,150
2011-03-02,0,20,95
2011-03-02,0,21,71
2011-03-02,0,22,48
2011-03-02,0,23,22
2011-03-03,0,0,13
2011-03-03,0,1,1
2011-03-03,0,2,3
2011-03-03,0,3,1
2011-03-03,0,4,1
2011-03-03,0,5,8
2011-03-03,0,6,35
2011-03-03,0,7,111
2011-03-03,0,8,220
2011-03-03,0,9,145
2011-03-03,0,10,56
2011-03-03,0,11,50
2011-03-03,0,12,72
2011-03-03,0,13,80
2011-03-03,0,14,78
2011-03-03,0,15,68
2011-03-03,0,16,71
2011-03-03,0,17,202
2011-03-03,0,18,167
2011-03-03,0,19,106
2011-03-03,0,20,70
2011-03-03,0,21,51
2011-03-03,0,22,53
2011-03-03,0,23,23
2011-03-04,0,0,12
2011-03-04,0,1,4
2011-03-04,0,2,2
2011-03-04,0,3,1
2011-03-04,0,4,1
2011-03-04,0,5,7
2011-03-04,0,6,29
2011-03-04,0,7,83
2011-03-04,0,8,228
2011-03-04,0,9,150
2011-03-04,0,10,66
2011-03-04,0,11,89
2011-03-04,0,12,97
2011-03-04,0,13,87
2011-03-04,0,14,95
2011-03-04,0,15,106
2011-03-04,0,16,118
2011-03-04,0,17,228
2011-03-04,0,18,187
2011-03-04,0,19,107
2011-03-04,0,20,87
2011-03-04,0,21,70
2011-03-04,0,22,44
2011-03-04,0,23,46
2011-03-05,0,0,19
2011-03-05,0,1,25
2011-03-05,0,2,20
2011-03-05,0,3,2
2011-03-05,0,4,1
2011-03-05,0,5,3
2011-03-05,0,6,4
2011-03-05,0,7,15
2011-03-05,0,8,45
2011-03-05,0,9,63
2011-03-05,0,10,103
2011-03-05,0,11,159
2011-03-05,0,12,167
2011-03-05,0,13,190
2011-03-05,0,14,198
2011-03-05,0,15,205
2011-03-05,0,16,204
2011-03-05,0,17,164
2011-03-05,0,18,152
2011-03-05,0,19,89
2011-03-05,0,20,70
2011-03-05,0,21,72
2011-03-05,0,22,63
2011-03-05,0,23,44
2011-03-06,0,0,52
2011-03-06,0,1,39
2011-03-06,0,2,32
2011-03-06,0,3,11
2011-03-06,0,4,3
2011-03-06,0,6,2
2011-03-06,0,7,5
2011-03-06,0,8,9
2011-03-06,0,9,22
2011-03-06,0,10,31
2011-03-06,0,11,62
2011-03-06,0,12,79
2011-03-06,0,13,105
2011-03-06,0,14,39
2011-03-06,0,15,7
2011-03-06,0,16,11
2011-03-06,0,17,25
2011-03-06,0,18,23
2011-03-06,0,19,11
2011-03-06,0,20,11
2011-03-06,0,21,7
2011-03-06,0,22,10
2011-03-06,0,23,9
2011-03-07,0,0,4
2011-03-07,0,1,2
2011-03-07,0,3,1
2011-03-07,0,4,1
2011-03-07,0,5,1
2011-03-07,0,6,34
2011-03-07,0,7,91
2011-03-07,0,8,211
2011-03-07,0,9,134
2011-03-07,0,10,58
2011-03-07,0,11,60
2011-03-07,0,12,96
2011-03-07,0,13,70
2011-03-07,0,14,77
2011-03-07,0,15,96
2011-03-07,0,16,122
2011-03-07,0,17,233
2011-03-07,0,18,233
2011-03-07,0,19,145
2011-03-07,0,20,92
2011-03-07,0,21,54
2011-03-07,0,22,35
2011-03-07,0,23,22
2011-03-08,0,0,10
2011-03-08,0,1,4
2011-03-08,0,2,1
2011-03-08,0,3,7
2011-03-08,0,4,2
2011-03-08,0,5,10
2011-03-08,0,6,45
2011-03-08,0,7,128
2011-03-08,0,8,257
2011-03-08,0,9,151
2011-03-08,0,10,71
2011-03-08,0,11,78
2011-03-08,0,12,99
2011-03-08,0,13,98
2011-03-08,0,14,72
2011-03-08,0,15,112
2011-03-08,0,16,108
2011-03-08,0,17,248
2011-03-08,0,18,235
2011-03-08,0,19,150
2011-03-08,0,20,76
2011-03-08,0,21,75
2011-03-08,0,22,55
2011-03-08,0,23,41
2011-03-09,0,0,9
2011-03-09,0,1,4
2011-03-09,0,2,2
2011-03-09,0,3,3
2011-03-09,0,4,2
2011-03-09,0,5,8
2011-03-09,0,6,49
2011-03-09,0,7,141
2011-03-09,0,8,249
2011-03-09,0,9,141
2011-03-09,0,10,57
2011-03-09,0,11,59
2011-03-09,0,12,98
2011-03-09,0,13,99
2011-03-09,0,14,71
2011-03-09,0,15,79
2011-03-09,0,16,112
2011-03-09,0,17,194
2011-03-09,0,18,188
2011-03-09,0,19,134
2011-03-09,0,20,91
2011-03-09,0,21,62
2011-03-09,0,22,21
2011-03-09,0,23,18
2011-03-10,0,0,3
2011-03-10,0,1,2
2011-03-10,0,2,1
2011-03-10,0,5,3
2011-03-10,0,6,12
2011-03-10,0,7,37
2011-03-10,0,8,44
2011-03-10,0,9,24
2011-03-10,0,10,17
2011-03-10,0,11,11
2011-03-10,0,12,34
2011-03-10,0,13,12
2011-03-10,0,14,12
2011-03-10,0,15,14
2011-03-10,0,16,21
2011-03-10,0,17,111
2011-03-10,0,18,82
2011-03-10,0,19,56
2011-03-10,0,20,38
2011-03-10,0,21,28
2011-03-10,0,22,34
2011-03-10,0,23,27
2011-03-11,0,0,6
2011-03-11,0,1,8
2011-03-11,0,2,5
2011-03-11,0,3,2
2011-03-11,0,5,7
2011-03-11,0,6,32
2011-03-11,0,7,114
2011-03-11,0,8,259
2011-03-11,0,9,156
2011-03-11,0,10,78
2011-03-11,0,11,81
2011-03-11,0,12,111
2011-03-11,0,13,107
2011-03-11,0,14,89
2011-03-11,0,15,85
2011-03-11,0,16,113
2011-03-11,0,17,223
2011-03-11,0,18,153
2011-03-11,0,19,118
2011-03-11,0,20,76
2011-03-11,0,21,53
2011-03-11,0,22,64
2011-03-11,0,23,37
2011-03-12,0,0,34
2011-03-12,0,1,18
2011-03-12,0,2,14
2011-03-12,0,3,7
2011-03-12,0,4,1
2011-03-12,0,5,2
2011-03-12,0,6,4
2011-03-12,0,7,23
2011-03-12,0,8,53
2011-03-12,0,9,101
2011-03-12,0,10,99
2011-03-12,0,11,119
2011-03-12,0,12,158
2011-03-12,0,13,157
2011-03-12,0,14,166
2011-03-12,0,15,182
2011-03-12,0,16,244
2011-03-12,0,17,213
2011-03-12,0,18,145
2011-03-12,0,19,112
2011-03-12,0,20,86
2011-03-12,0,21,82
2011-03-12,0,22,63
2011-03-12,0,23,49
2011-03-13,0,0,38
2011-03-13,0,1,33
2011-03-13,0,3,23
2011-03-13,0,4,13
2011-03-13,0,5,3
2011-03-13,0,6,2
2011-03-13,0,7,10
2011-03-13,0,8,34
2011-03-13,0,9,44
2011-03-13,0,10,122
2011-03-13,0,11,181
2011-03-13,0,12,194
2011-03-13,0,13,221
2011-03-13,0,14,250
2011-03-13,0,15,304
2011-03-13,0,16,256
2011-03-13,0,17,241
2011-03-13,0,18,147
2011-03-13,0,19,101
2011-03-13,0,20,77
2011-03-13,0,21,58
2011-03-13,0,22,37
2011-03-13,0,23,28
2011-03-14,0,0,11
2011-03-14,0,1,1
2011-03-14,0,2,1
2011-03-14,0,3,3
2011-03-14,0,5,8
2011-03-14,0,6,28
2011-03-14,0,7,88
2011-03-14,0,8,241
2011-03-14,0,9,140
2011-03-14,0,10,84
2011-03-14,0,11,71
2011-03-14,0,12,94
2011-03-14,0,13,75
2011-03-14,0,14,79
2011-03-14,0,15,101
2011-03-14,0,16,107
2011-03-14,0,17,271
2011-03-14,0,18,235
2011-03-14,0,19,150
2011-03-14,0,20,129
2011-03-14,0,21,63
2011-03-14,0,22,47
2011-03-14,0,23,19
2011-03-15,0,0,14
2011-03-15,0,1,10
2011-03-15,0,2,3
2011-03-15,0,4,2
2011-03-15,0,5,11
2011-03-15,0,6,35
2011-03-15,0,7,119
2011-03-15,0,8,282
2011-03-15,0,9,157
2011-03-15,0,10,78
2011-03-15,0,11,78
2011-03-15,0,12,102
2011-03-15,0,13,97
2011-03-15,0,14,88
2011-03-15,0,15,90
2011-03-15,0,16,114
2011-03-15,0,17,217
2011-03-15,0,18,225
2011-03-15,0,19,152
2011-03-15,0,20,88
2011-03-15,0,21,55
2011-03-15,0,22,21
2011-03-15,0,23,18
2011-03-16,0,0,8
2011-03-16,0,1,3
2011-03-16,0,3,3
2011-03-16,0,4,1
2011-03-16,0,5,3
2011-03-16,0,6,31
2011-03-16,0,7,111
2011-03-16,0,8,253
2011-03-16,0,9,154
2011-03-16,0,10,68
2011-03-16,0,11,75
2011-03-16,0,12,88
2011-03-16,0,13,99
2011-03-16,0,14,100
2011-03-16,0,15,101
2011-03-16,0,16,151
2011-03-16,0,17,253
2011-03-16,0,18,237
2011-03-16,0,19,168
2011-03-16,0,20,121
2011-03-16,0,21,78
2011-03-16,0,22,59
2011-03-16,0,23,27
2011-03-17,0,0,23
2011-03-17,0,1,12
2011-03-17,0,2,8
2011-03-17,0,3,2
2011-03-17,0,4,3
2011-03-17,0,5,13
2011-03-17,0,6,51
2011-03-17,0,7,140
2011-03-17,0,8,299
2011-03-17,0,9,185
2011-03-17,0,10,78
2011-03-17,0,11,86
2011-03-17,0,12,105
2011-03-17,0,13,111
2011-03-17,0,14,119
2011-03-17,0,15,125
2011-03-17,0,16,142
2011-03-17,0,17,313
2011-03-17,0,18,310
2011-03-17,0,19,207
2011-03-17,0,20,137
2011-03-17,0,21,138
2011-03-17,0,22,87
2011-03-17,0,23,50
2011-03-18,0,0,29
2011-03-18,0,1,16
2011-03-18,0,2,14
2011-03-18,0,3,5
2011-03-18,0,5,10
2011-03-18,0,6,36
2011-03-18,0,7,123
2011-03-18,0,8,280
2011-03-18,0,9,210
2011-03-18,0,10,117
2011-03-18,0,11,159
2011-03-18,0,12,195
2011-03-18,0,13,175
2011-03-18,0,14,174
2011-03-18,0,15,173
2011-03-18,0,16,204
2011-03-18,0,17,332
2011-03-18,0,18,331
2011-03-18,0,19,190
2011-03-18,0,20,149
2011-03-18,0,21,113
2011-03-18,0,22,118
2011-03-18,0,23,86
2011-03-19,0,0,76
2011-03-19,0,1,51
2011-03-19,0,2,25
2011-03-19,0,3,8
2011-03-19,0,4,3
2011-03-19,0,5,2
2011-03-19,0,6,10
2011-03-19,0,7,13
2011-03-19,0,8,48
2011-03-19,0,9,76
2011-03-19,0,10,140
2011-03-19,0,11,196
2011-03-19,0,12,267
2011-03-19,0,13,301
2011-03-19,0,14,312
2011-03-19,0,15,313
2011-03-19,0,16,304
2011-03-19,0,17,278
2011-03-19,0,18,217
2011-03-19,0,19,154
2011-03-19,0,20,108
2011-03-19,0,21,93
2011-03-19,0,22,72
2011-03-19,0,23,50
2011-03-20,0,0,40
2011-03-20,0,1,24
2011-03-20,0,2,30
2011-03-20,0,3,12
2011-03-20,0,4,3
2011-03-20,0,5,9
2011-03-20,0,6,4
2011-03-20,0,7,14
2011-03-20,0,8,37
2011-03-20,0,9,78
2011-03-20,0,10,136
2011-03-20,0,11,203
2011-03-20,0,12,228
2011-03-20,0,13,203
2011-03-20,0,14,279
2011-03-20,0,15,308
2011-03-20,0,16,224
2011-03-20,0,17,226
2011-03-20,0,18,156
2011-03-20,0,19,79
2011-03-20,0,20,67
2011-03-20,0,21,49
2011-03-20,0,22,38
2011-03-20,0,23,24
2011-03-21,0,0,13
2011-03-21,0,1,7
2011-03-21,0,2,6
2011-03-21,0,3,1
2011-03-21,0,5,2
2011-03-21,0,6,32
2011-03-21,0,7,18
2011-03-21,0,8,98
2011-03-21,0,9,127
2011-03-21,0,10,62
2011-03-21,0,11,79
2011-03-21,0,12,81
2011-03-21,0,13,112
2011-03-21,0,14,101
2011-03-21,0,15,107
2011-03-21,0,16,141
2011-03-21,0,17,272
2011-03-21,0,18,276
2011-03-21,0,19,221
2011-03-21,0,20,122
2011-03-21,0,21,91
2011-03-21,0,22,78
2011-03-21,0,23,30
2011-03-22,0,0,11
2011-03-22,0,1,19
2011-03-22,0,2,1
2011-03-22,0,3,5
2011-03-22,0,4,1
2011-03-22,0,5,12
2011-03-22,0,6,60
2011-03-22,0,7,136
2011-03-22,0,8,336
2011-03-22,0,9,178
2011-03-22,0,10,124
2011-03-22,0,11,86
2011-03-22,0,12,121
2011-03-22,0,13,106
2011-03-22,0,14,101
2011-03-22,0,15,134
2011-03-22,0,16,165
2011-03-22,0,17,307
2011-03-22,0,18,312
2011-03-22,0,19,164
2011-03-22,0,20,135
2011-03-22,0,21,87
2011-03-22,0,22,70
2011-03-22,0,23,32
2011-03-23,0,0,11
2011-03-23,0,1,7
2011-03-23,0,2,2
2011-03-23,0,3,3
2011-03-23,0,5,10
2011-03-23,0,6,44
2011-03-23,0,7,118
2011-03-23,0,8,261
2011-03-23,0,9,182
2011-03-23,0,10,75
2011-03-23,0,11,71
2011-03-23,0,12,87
2011-03-23,0,13,108
2011-03-23,0,14,84
2011-03-23,0,15,85
2011-03-23,0,16,136
2011-03-23,0,17,273
2011-03-23,0,18,238
2011-03-23,0,19,159
2011-03-23,0,20,75
2011-03-23,0,21,22
2011-03-23,0,22,44
2011-03-23,0,23,26
2011-03-24,0,0,11
2011-03-24,0,1,3
2011-03-24,0,2,6
2011-03-24,0,3,1
2011-03-24,0,4,1
2011-03-24,0,5,9
2011-03-24,0,6,41
2011-03-24,0,7,108
2011-03-24,0,8,124
2011-03-24,0,9,97
2011-03-24,0,10,65
2011-03-24,0,11,71
2011-03-24,0,12,94
2011-03-24,0,13,101
2011-03-24,0,14,83
2011-03-24,0,15,90
2011-03-24,0,16,84
2011-03-24,0,17,233
2011-03-24,0,18,214
2011-03-24,0,19,138
2011-03-24,0,20,118
2011-03-24,0,21,78
2011-03-24,0,22,62
2011-03-24,0,23,33
2011-03-25,0,0,18
2011-03-25,0,1,5
2011-03-25,0,2,5
2011-03-25,0,3,2
2011-03-25,0,4,5
2011-03-25,0,5,9
2011-03-25,0,6,32
2011-03-25,0,7,104
2011-03-25,0,8,237
2011-03-25,0,9,166
2011-03-25,0,10,68
2011-03-25,0,11,75
2011-03-25,0,12,145
2011-03-25,0,13,138
2011-03-25,0,14,133
2011-03-25,0,15,122
2011-03-25,0,16,150
2011-03-25,0,17,225
2011-03-25,0,18,198
2011-03-25,0,19,135
2011-03-25,0,20,81
2011-03-25,0,21,75
2011-03-25,0,22,43
2011-03-25,0,23,39
2011-03-26,0,0,28
2011-03-26,0,1,27
2011-03-26,0,2,25
2011-03-26,0,3,9
2011-03-26,0,4,6
2011-03-26,0,5,8
2011-03-26,0,6,10
2011-03-26,0,7,41
2011-03-26,0,8,66
2011-03-26,0,9,100
2011-03-26,0,10,125
2011-03-26,0,11,168
2011-03-26,0,12,227
2011-03-26,0,13,239
2011-03-26,0,14,216
2011-03-26,0,15,219
2011-03-26,0,16,248
2011-03-26,0,17,203
2011-03-26,0,18,153
2011-03-26,0,19,138
2011-03-26,0,20,85
2011-03-26,0,21,51
2011-03-26,0,22,63
2011-03-26,0,23,41
2011-03-27,0,0,31
2011-03-27,0,1,20
2011-03-27,0,2,21
2011-03-27,0,3,14
2011-03-27,0,4,6
2011-03-27,0,6,2
2011-03-27,0,7,7
2011-03-27,0,8,14
2011-03-27,0,9,54
2011-03-27,0,10,86
2011-03-27,0,11,108
2011-03-27,0,12,163
2011-03-27,0,13,147
2011-03-27,0,14,164
2011-03-27,0,15,172
2011-03-27,0,16,143
2011-03-27,0,17,159
2011-03-27,0,18,137
2011-03-27,0,19,103
2011-03-27,0,20,57
2011-03-27,0,21,36
2011-03-27,0,22,30
2011-03-27,0,23,19
2011-03-28,0,0,12
2011-03-28,0,1,6
2011-03-28,0,2,5
2011-03-28,0,3,2
2011-03-28,0,5,8
2011-03-28,0,6,40
2011-03-28,0,7,110
2011-03-28,0,8,254
2011-03-28,0,9,121
2011-03-28,0,10,69
2011-03-28,0,11,57
2011-03-28,0,12,79
2011-03-28,0,13,83
2011-03-28,0,14,80
2011-03-28,0,15,72
2011-03-28,0,16,132
2011-03-28,0,17,252
2011-03-28,0,18,241
2011-03-28,0,19,173
2011-03-28,0,20,112
2011-03-28,0,21,61
2011-03-28,0,22,40
2011-03-28,0,23,19
2011-03-29,0,0,16
2011-03-29,0,1,4
2011-03-29,0,2,3
2011-03-29,0,3,3
2011-03-29,0,4,2
2011-03-29,0,5,8
2011-03-29,0,6,50
2011-03-29,0,7,133
2011-03-29,0,8,287
2011-03-29,0,9,172
2011-03-29,0,10,59
2011-03-29,0,11,81
2011-03-29,0,12,106
2011-03-29,0,13,104
2011-03-29,0,14,86
2011-03-29,0,15,87
2011-03-29,0,16,136
2011-03-29,0,17,299
2011-03-29,0,18,294
2011-03-29,0,19,190
2011-03-29,0,20,132
2011-03-29,0,21,83
2011-03-29,0,22,55
2011-03-29,0,23,35
2011-03-30,0,0,11
2011-03-30,0,1,10
2011-03-30,0,2,4
2011-03-30,0,3,4
2011-03-30,0,4,1
2011-03-30,0,5,7
2011-03-30,0,6,48
2011-03-30,0,7,136
2011-03-30,0,8,263
2011-03-30,0,9,154
2011-03-30,0,10,64
2011-03-30,0,11,90
2011-03-30,0,12,80
2011-03-30,0,13,98
2011-03-30,0,14,80
2011-03-30,0,15,70
2011-03-30,0,16,36
2011-03-30,0,17,116
2011-03-30,0,18,85
2011-03-30,0,19,72
2011-03-30,0,20,44
2011-03-30,0,21,27
2011-03-30,0,22,24
2011-03-30,0,23,12
2011-03-31,0,0,3
2011-03-31,0,1,5
2011-03-31,0,2,5
2011-03-31,0,3,1
2011-03-31,0,4,2
2011-03-31,0,5,8
2011-03-31,0,6,36
2011-03-31,0,7,92
2011-03-31,0,8,192
2011-03-31,0,9,132
2011-03-31,0,10,69
2011-03-31,0,11,58
2011-03-31,0,12,90
2011-03-31,0,13,68
2011-03-31,0,14,76
2011-03-31,0,15,65
2011-03-31,0,16,85
2011-03-31,0,17,168
2011-03-31,0,18,177
2011-03-31,0,19,130
2011-03-31,0,20,85
2011-03-31,0,21,60
2011-03-31,0,22,51
2011-03-31,0,23,27
2011-04-01,0,0,6
2011-04-01,0,1,4
2011-04-01,0,2,7
2011-04-01,0,3,4
2011-04-01,0,4,3
2011-04-01,0,5,12
2011-04-01,0,6,28
2011-04-01,0,7,95
2011-04-01,0,8,206
2011-04-01,0,9,173
2011-04-01,0,10,75
2011-04-01,0,11,89
2011-04-01,0,12,95
2011-04-01,0,13,110
2011-04-01,0,14,87
2011-04-01,0,15,111
2011-04-01,0,16,167
2011-04-01,0,17,281
2011-04-01,0,18,241
2011-04-01,0,19,136
2011-04-01,0,20,77
2011-04-01,0,21,93
2011-04-01,0,22,74
2011-04-01,0,23,53
2011-04-02,0,0,32
2011-04-02,0,1,32
2011-04-02,0,2,21
2011-04-02,0,3,9
2011-04-02,0,4,5
2011-04-02,0,5,5
2011-04-02,0,6,12
2011-04-02,0,7,18
2011-04-02,0,8,55
2011-04-02,0,9,87
2011-04-02,0,10,154
2011-04-02,0,11,198
2011-04-02,0,12,184
2011-04-02,0,13,137
2011-04-02,0,14,190
2011-04-02,0,15,136
2011-04-02,0,16,196
2011-04-02,0,17,184
2011-04-02,0,18,179
2011-04-02,0,19,148
2011-04-02,0,20,85
2011-04-02,0,21,77
2011-04-02,0,22,55
2011-04-02,0,23,53
2011-04-03,0,0,39
2011-04-03,0,1,34
2011-04-03,0,2,24
2011-04-03,0,3,11
2011-04-03,0,4,3
2011-04-03,0,5,5
2011-04-03,0,6,33
2011-04-03,0,7,33
2011-04-03,0,8,62
2011-04-03,0,9,142
2011-04-03,0,10,215
2011-04-03,0,11,243
2011-04-03,0,12,313
2011-04-03,0,13,367
2011-04-03,0,14,349
2011-04-03,0,15,292
2011-04-03,0,16,303
2011-04-03,0,17,274
2011-04-03,0,18,172
2011-04-03,0,19,144
2011-04-03,0,20,79
2011-04-03,0,21,45
2011-04-03,0,22,36
2011-04-03,0,23,31
2011-04-04,0,0,6
2011-04-04,0,1,11
2011-04-04,0,2,2
2011-04-04,0,3,1
2011-04-04,0,4,2
2011-04-04,0,5,7
2011-04-04,0,6,46
2011-04-04,0,7,157
2011-04-04,0,8,339
2011-04-04,0,9,158
